"Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Maximum)","pH, water, unfiltered, field, standard units (Maximum)","pH, water, unfiltered, field, standard units (Minimum)","Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Minimum)","Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Mean)","Dissolved oxygen, water, unfiltered, milligrams per liter (Maximum)","Dissolved oxygen, water, unfiltered, milligrams per liter (Mean)","Dissolved oxygen, water, unfiltered, milligrams per liter (Minimum)","Temperature, water, degrees Celsius (Mean)","Temperature, water, degrees Celsius (Minimum)","Temperature, water, degrees Celsius (Maximum)"
0.005730994152046784,0.8846153846153847,0.004047151277013753,0.00443359375,0.6842105263157895,0.8414634146341464,0.7727272727272727,0.7952755905511811,0.290625,0.27884615384615385,0.29069767441860467
0.0044444444444444444,0.8974358974358975,0.004027504911591356,0.0042578125,0.625,0.853658536585366,0.6969696969696969,0.7007874015748032,0.334375,0.31730769230769235,0.34302325581395354
0.0018713450292397662,0.858974358974359,0.0017288801571709233,0.0017578125,0.7171052631578948,0.8170731707317074,0.8030303030303031,0.8110236220472442,0.31875,0.3012820512820513,0.3226744186046512
0.0021832358674463937,0.8717948717948718,0.0021218074656188606,0.0021484375,0.6973684210526316,0.8414634146341464,0.7954545454545455,0.8110236220472442,0.303125,0.2852564102564103,0.311046511627907
0.0022612085769980507,0.858974358974359,0.0020235756385068764,0.00208984375,0.631578947368421,0.8292682926829269,0.7121212121212122,0.7244094488188976,0.321875,0.3076923076923077,0.3255813953488372
0.0038791423001949318,0.8717948717948718,0.003143418467583497,0.003515625,0.5986842105263158,0.8292682926829269,0.6818181818181819,0.7007874015748032,0.30625,0.3012820512820513,0.3023255813953489
0.0030604288499025342,0.8974358974358975,0.0024361493123772103,0.00255859375,0.6907894736842105,0.853658536585366,0.7803030303030304,0.8031496062992126,0.309375,0.29807692307692313,0.3081395348837209
0.002300194931773879,0.8974358974358975,0.0022789783889980353,0.00228515625,0.8223684210526316,0.853658536585366,0.9166666666666667,0.8976377952755906,0.1125,0.06730769230769232,0.14534883720930233
0.0014814814814814814,0.858974358974359,0.0014145383104125736,0.0014453125,0.6973684210526316,0.8170731707317074,0.7954545454545455,0.8188976377952757,0.30625,0.3044871794871795,0.2994186046511628
0.0020662768031189083,0.8846153846153847,0.002043222003929273,0.00205078125,0.6907894736842105,0.8414634146341464,0.7803030303030304,0.7952755905511811,0.3,0.2884615384615385,0.30523255813953487
0.002378167641325536,0.8846153846153847,0.0023772102161100195,0.00236328125,0.7894736842105263,0.853658536585366,0.8787878787878788,0.8661417322834646,0.128125,0.08974358974358974,0.15697674418604654
0.0009746588693957114,0.8717948717948718,0.000962671905697446,0.0009765625,0.7039473684210527,0.8292682926829269,0.7954545454545455,0.8188976377952757,0.28125,0.27884615384615385,0.27034883720930236
0.0008576998050682261,0.8461538461538461,0.0008447937131630649,0.000859375,0.7039473684210527,0.8048780487804879,0.7954545454545455,0.8188976377952757,0.271875,0.25641025641025644,0.27034883720930236
0.006666666666666667,0.9230769230769231,0.0037524557956777997,0.00458984375,0.7039473684210527,0.8902439024390244,0.7954545454545455,0.8110236220472442,0.28125,0.27243589743589747,0.27906976744186046
0.0021832358674463937,0.8974358974358975,0.0019449901768172888,0.00203125,0.7105263157894738,0.853658536585366,0.8030303030303031,0.8110236220472442,0.284375,0.27243589743589747,0.2936046511627907
0.01009746588693957,0.8974358974358975,0.003025540275049116,0.00494140625,0.7105263157894738,0.8658536585365854,0.8030303030303031,0.8188976377952757,0.284375,0.27564102564102566,0.2877906976744186
0.0035282651072124755,0.9102564102564102,0.0030451866404715127,0.00328125,0.7302631578947368,0.878048780487805,0.8257575757575758,0.84251968503937,0.2875,0.27884615384615385,0.2936046511627907
0.0059649122807017545,0.9230769230769231,0.004184675834970531,0.00490234375,0.8486842105263158,0.878048780487805,0.9393939393939394,0.9291338582677167,0.284375,0.27564102564102566,0.28488372093023256
0.007134502923976608,0.858974358974359,0.0061100196463654225,0.00671875,0.6447368421052633,0.8292682926829269,0.7196969696969697,0.7086614173228347,0.275,0.25641025641025644,0.29069767441860467
0.0030019493177387913,0.8205128205128206,0.0026326129666011788,0.0026953125,0.7039473684210527,0.7926829268292683,0.8030303030303031,0.8267716535433072,0.271875,0.26282051282051283,0.2761627906976744
0.0029824561403508773,0.9102564102564102,0.0026719056974459725,0.00279296875,0.7302631578947368,0.878048780487805,0.8106060606060606,0.8267716535433072,0.259375,0.2467948717948718,0.26453488372093026
0.0031773879142300196,0.8974358974358975,0.0029469548133595285,0.0030859375,0.7368421052631579,0.8658536585365854,0.8257575757575758,0.84251968503937,0.259375,0.2467948717948718,0.25872093023255816
0.0061793372319688105,0.9358974358974359,0.0056777996070726915,0.00595703125,0.7302631578947368,0.902439024390244,0.7954545454545455,0.7952755905511811,0.275,0.25641025641025644,0.2936046511627907
0.0027290448343079924,0.9358974358974359,0.002554027504911591,0.0026171875,0.6842105263157895,0.8902439024390244,0.7727272727272727,0.7874015748031497,0.28125,0.26282051282051283,0.27906976744186046
0.0022417153996101362,0.9358974358974359,0.0015717092337917485,0.0016796875,0.7236842105263158,0.8902439024390244,0.8257575757575758,0.8503937007874017,0.3,0.3012820512820513,0.28488372093023256
0.0038401559454191033,0.8846153846153847,0.003398821218074656,0.003671875,0.7894736842105263,0.8414634146341464,0.893939393939394,0.9212598425196851,0.21875,0.21153846153846154,0.21511627906976746
0.0006822612085769981,0.8461538461538461,0.0006483300589390962,0.0006640625,0.7039473684210527,0.8048780487804879,0.7954545454545455,0.8188976377952757,0.259375,0.25320512820512825,0.25290697674418605
0.0011306042884990253,0.8846153846153847,0.0011198428290766207,0.00111328125,0.6776315789473685,0.8414634146341464,0.7575757575757576,0.7795275590551182,0.29375,0.2884615384615385,0.2877906976744186
0.0011695906432748538,0.8717948717948718,0.0011591355599214145,0.00115234375,0.6842105263157895,0.8292682926829269,0.7651515151515151,0.7795275590551182,0.29375,0.2916666666666667,0.28488372093023256
0.001345029239766082,0.8717948717948718,0.0011787819253438114,0.00125,0.6578947368421053,0.8414634146341464,0.7348484848484849,0.7401574803149606,0.296875,0.2948717948717949,0.28488372093023256
0.017153996101364522,0.858974358974359,0.0014931237721021611,0.00470703125,0.6644736842105263,0.8292682926829269,0.7500000000000001,0.7716535433070867,0.296875,0.29807692307692313,0.27906976744186046
0.041130604288499024,0.8974358974358975,0.019508840864440078,0.028515625,0.6578947368421053,0.853658536585366,0.7424242424242425,0.7480314960629921,0.3,0.3012820512820513,0.2877906976744186
0.0014619883040935672,0.8333333333333334,0.001237721021611002,0.0012890625,0.6578947368421053,0.8048780487804879,0.7424242424242425,0.7322834645669293,0.3,0.2948717948717949,0.2877906976744186
0.001695906432748538,0.8333333333333334,0.0012966601178781925,0.00138671875,0.6644736842105263,0.8048780487804879,0.7424242424242425,0.7322834645669293,0.303125,0.3012820512820513,0.2936046511627907
0.08206627680311891,0.858974358974359,0.0014734774066797642,0.027734375,0.6644736842105263,0.8414634146341464,0.7500000000000001,0.7480314960629921,0.309375,0.3076923076923077,0.2965116279069767
0.5243664717348928,0.9487179487179488,0.4577603143418468,0.4765625,0.5855263157894738,0.926829268292683,0.6363636363636365,0.5905511811023623,0.378125,0.3653846153846154,0.3866279069767442
0.0042884990253411305,0.8846153846153847,0.004165029469548134,0.00423828125,0.7105263157894738,0.8414634146341464,0.8030303030303031,0.8188976377952757,0.296875,0.27564102564102566,0.311046511627907
0.004015594541910332,0.8846153846153847,0.003929273084479371,0.00396484375,0.7105263157894738,0.8414634146341464,0.7954545454545455,0.7952755905511811,0.265625,0.23076923076923078,0.2761627906976744
0.004697855750487329,0.8974358974358975,0.004341846758349705,0.00455078125,0.6052631578947368,0.853658536585366,0.6742424242424243,0.6692913385826772,0.321875,0.2884615384615385,0.35755813953488375
0.0017348927875243665,0.858974358974359,0.0017092337917485264,0.00171875,0.743421052631579,0.8170731707317074,0.8181818181818182,0.8267716535433072,0.290625,0.25641025641025644,0.311046511627907
0.002105263157894737,0.8717948717948718,0.0021021611001964635,0.002109375,0.7302631578947368,0.8414634146341464,0.8106060606060606,0.8188976377952757,0.271875,0.23397435897435898,0.2965116279069767
0.002007797270955166,0.858974358974359,0.0019449901768172888,0.00197265625,0.6513157894736843,0.8292682926829269,0.7348484848484849,0.7401574803149606,0.2875,0.25641025641025644,0.3081395348837209
0.0031189083820662767,0.8717948717948718,0.0030451866404715127,0.0030859375,0.625,0.8414634146341464,0.6969696969696969,0.7007874015748032,0.275,0.25,0.27906976744186046
0.0024171539961013646,0.8974358974358975,0.002357563850687623,0.0023828125,0.7105263157894738,0.853658536585366,0.8030303030303031,0.8110236220472442,0.28125,0.25641025641025644,0.2877906976744186
0.002300194931773879,0.8974358974358975,0.0022789783889980353,0.00228515625,0.8223684210526316,0.8658536585365854,0.9166666666666667,0.8976377952755906,0.1125,0.06730769230769232,0.14534883720930233
0.0014814814814814814,0.858974358974359,0.0014734774066797642,0.001484375,0.7171052631578948,0.8292682926829269,0.8106060606060606,0.8188976377952757,0.275,0.25641025641025644,0.2761627906976744
0.0020857699805068228,0.8846153846153847,0.002082514734774067,0.0020703125,0.7105263157894738,0.8414634146341464,0.7954545454545455,0.8031496062992126,0.271875,0.24358974358974358,0.2877906976744186
0.002378167641325536,0.8846153846153847,0.0023772102161100195,0.00236328125,0.7894736842105263,0.853658536585366,0.8787878787878788,0.8661417322834646,0.128125,0.08974358974358974,0.15697674418604654
0.00101364522417154,0.8717948717948718,0.0009823182711198428,0.00099609375,0.7171052631578948,0.8414634146341464,0.8106060606060606,0.8188976377952757,0.25625,0.2467948717948718,0.25290697674418605
0.0008576998050682261,0.8461538461538461,0.0008447937131630649,0.000859375,0.7171052631578948,0.8048780487804879,0.8106060606060606,0.8267716535433072,0.253125,0.22115384615384617,0.2761627906976744
0.003723196881091618,0.9358974358974359,0.0034577603143418466,0.0035546875,0.7236842105263158,0.8902439024390244,0.8181818181818182,0.8267716535433072,0.259375,0.23397435897435898,0.26744186046511625
0.0019298245614035089,0.8974358974358975,0.001905697445972495,0.0019140625,0.7368421052631579,0.853658536585366,0.8181818181818182,0.8267716535433072,0.259375,0.22756410256410256,0.28488372093023256
0.0030019493177387913,0.9102564102564102,0.0026326129666011788,0.0028125,0.7302631578947368,0.8658536585365854,0.8181818181818182,0.8346456692913387,0.259375,0.23397435897435898,0.2732558139534884
0.0034502923976608185,0.9102564102564102,0.0027111984282907663,0.00291015625,0.7565789473684211,0.878048780487805,0.8409090909090909,0.8503937007874017,0.259375,0.23076923076923078,0.2732558139534884
0.004152046783625731,0.9230769230769231,0.003673870333988212,0.00388671875,0.7368421052631579,0.878048780487805,0.8333333333333334,0.84251968503937,0.265625,0.2371794871794872,0.27906976744186046
0.007212475633528265,0.8717948717948718,0.00656188605108055,0.00697265625,0.6644736842105263,0.8414634146341464,0.7424242424242425,0.7480314960629921,0.25,0.20512820512820515,0.2819767441860465
0.002631578947368421,0.8205128205128206,0.002475442043222004,0.00255859375,0.7236842105263158,0.7926829268292683,0.8181818181818182,0.8346456692913387,0.246875,0.21474358974358976,0.2616279069767442
0.0026705653021442495,0.9230769230769231,0.002593320235756385,0.00263671875,0.7631578947368421,0.878048780487805,0.8333333333333334,0.8267716535433072,0.234375,0.20512820512820515,0.24709302325581398
0.0029239766081871343,0.9102564102564102,0.002888015717092338,0.002890625,0.7565789473684211,0.8658536585365854,0.8409090909090909,0.8503937007874017,0.23125,0.20192307692307693,0.2383720930232558
0.005653021442495127,0.9487179487179488,0.005343811394891945,0.0054296875,0.7631578947368421,0.9146341463414634,0.8257575757575758,0.8188976377952757,0.240625,0.19871794871794873,0.27906976744186046
0.0026510721247563354,0.9358974358974359,0.002612966601178782,0.0026171875,0.7105263157894738,0.8902439024390244,0.7954545454545455,0.7952755905511811,0.25625,0.22115384615384617,0.2616279069767442
0.001617933723196881,0.9358974358974359,0.0015717092337917485,0.00158203125,0.7302631578947368,0.8902439024390244,0.8333333333333334,0.8582677165354331,0.290625,0.2884615384615385,0.27906976744186046
0.0038401559454191033,0.8846153846153847,0.003398821218074656,0.003671875,0.7828947368421053,0.8414634146341464,0.893939393939394,0.9212598425196851,0.225,0.21794871794871795,0.22093023255813954
0.0007212475633528265,0.8461538461538461,0.0006679764243614931,0.00068359375,0.6842105263157895,0.8048780487804879,0.7803030303030304,0.8031496062992126,0.265625,0.2467948717948718,0.2732558139534884
0.0011306042884990253,0.8846153846153847,0.0011198428290766207,0.0011328125,0.6776315789473685,0.8414634146341464,0.7651515151515151,0.7795275590551182,0.3,0.2948717948717949,0.2936046511627907
0.0011695906432748538,0.8717948717948718,0.0011591355599214145,0.001171875,0.6842105263157895,0.8292682926829269,0.7727272727272727,0.7795275590551182,0.3,0.2948717948717949,0.29069767441860467
0.0013840155945419104,0.8846153846153847,0.0011787819253438114,0.00125,0.6513157894736843,0.853658536585366,0.7424242424242425,0.7559055118110236,0.3,0.2948717948717949,0.29069767441860467
0.06432748538011696,0.858974358974359,0.0022396856581532415,0.01224609375,0.6710526315789473,0.8414634146341464,0.7500000000000001,0.7401574803149606,0.303125,0.3044871794871795,0.28488372093023256
0.09239766081871345,0.8974358974358975,0.023968565815324167,0.0400390625,0.6578947368421053,0.853658536585366,0.7424242424242425,0.7559055118110236,0.30625,0.3044871794871795,0.2994186046511628
0.0015399610136452241,0.8333333333333334,0.0012770137524557956,0.001328125,0.6578947368421053,0.8048780487804879,0.7424242424242425,0.7322834645669293,0.303125,0.29807692307692313,0.2936046511627907
0.001617933723196881,0.8333333333333334,0.0013163064833005894,0.00142578125,0.6578947368421053,0.8048780487804879,0.7424242424242425,0.7244094488188976,0.309375,0.3012820512820513,0.2994186046511628
0.09298245614035087,0.8461538461538461,0.001532416502946955,0.0404296875,0.6644736842105263,0.8414634146341464,0.7424242424242425,0.7480314960629921,0.3125,0.3076923076923077,0.2994186046511628
0.5516569200779727,0.9615384615384616,0.46168958742632615,0.494140625,0.6052631578947368,0.9390243902439025,0.6666666666666667,0.6377952755905512,0.384375,0.3685897435897436,0.3953488372093023
0.0043079922027290446,0.8846153846153847,0.0041257367387033395,0.00421875,0.7171052631578948,0.8414634146341464,0.8030303030303031,0.8110236220472442,0.303125,0.26282051282051283,0.3255813953488372
0.003976608187134503,0.8846153846153847,0.003929273084479371,0.00392578125,0.7171052631578948,0.8414634146341464,0.8030303030303031,0.8031496062992126,0.265625,0.22115384615384617,0.29069767441860467
0.005146198830409357,0.858974358974359,0.003418467583497053,0.0041796875,0.5986842105263158,0.8292682926829269,0.6590909090909091,0.6062992125984252,0.315625,0.2852564102564103,0.34593023255813954
0.0017153996101364523,0.858974358974359,0.0016895874263261298,0.00169921875,0.7500000000000001,0.8292682926829269,0.8181818181818182,0.8110236220472442,0.296875,0.2467948717948718,0.3255813953488372
0.002105263157894737,0.8717948717948718,0.0021021611001964635,0.00208984375,0.7368421052631579,0.8414634146341464,0.8181818181818182,0.8188976377952757,0.275,0.22435897435897437,0.3081395348837209
0.0019688109161793373,0.8717948717948718,0.001925343811394892,0.001953125,0.6644736842105263,0.8292682926829269,0.7348484848484849,0.7322834645669293,0.290625,0.24358974358974358,0.31976744186046513
0.0031189083820662767,0.8846153846153847,0.0029862475442043223,0.00306640625,0.638157894736842,0.8414634146341464,0.7121212121212122,0.7165354330708662,0.275,0.2403846153846154,0.2877906976744186
0.002378167641325536,0.8974358974358975,0.002357563850687623,0.00236328125,0.7302631578947368,0.853658536585366,0.8106060606060606,0.8188976377952757,0.278125,0.23397435897435898,0.2994186046511628
0.00202729044834308,0.9102564102564102,0.0020235756385068764,0.00201171875,0.7763157894736843,0.8658536585365854,0.8560606060606062,0.8582677165354331,0.26875,0.22435897435897437,0.2877906976744186
0.0015009746588693956,0.858974358974359,0.0014931237721021611,0.00150390625,0.7302631578947368,0.8292682926829269,0.8181818181818182,0.8346456692913387,0.26875,0.2403846153846154,0.27034883720930236
0.0020857699805068228,0.8846153846153847,0.002082514734774067,0.00208984375,0.7236842105263158,0.8414634146341464,0.8030303030303031,0.7952755905511811,0.26875,0.22435897435897437,0.2965116279069767
0.002378167641325536,0.8846153846153847,0.0023772102161100195,0.00236328125,0.7894736842105263,0.853658536585366,0.8787878787878788,0.8661417322834646,0.128125,0.08974358974358974,0.15697674418604654
0.00101364522417154,0.8717948717948718,0.0010019646365422396,0.001015625,0.7368421052631579,0.8414634146341464,0.8333333333333334,0.84251968503937,0.24375,0.22756410256410256,0.2412790697674419
0.0008576998050682261,0.8333333333333334,0.0008644400785854617,0.000859375,0.7236842105263158,0.8048780487804879,0.8106060606060606,0.8267716535433072,0.25,0.21153846153846154,0.27906976744186046
0.0034502923976608185,0.9358974358974359,0.003280943025540275,0.003359375,0.7368421052631579,0.902439024390244,0.8257575757575758,0.8346456692913387,0.253125,0.21474358974358976,0.2761627906976744
0.0019103313840155946,0.8974358974358975,0.001905697445972495,0.00189453125,0.7500000000000001,0.853658536585366,0.8257575757575758,0.8267716535433072,0.25625,0.20833333333333334,0.2936046511627907
0.0027485380116959064,0.9102564102564102,0.002475442043222004,0.0026171875,0.743421052631579,0.8658536585365854,0.8257575757575758,0.8188976377952757,0.259375,0.21794871794871795,0.2819767441860465
0.002690058479532164,0.9230769230769231,0.0026522593320235754,0.00267578125,0.7565789473684211,0.8902439024390244,0.8409090909090909,0.84251968503937,0.259375,0.22115384615384617,0.2819767441860465
0.003645224171539961,0.9230769230769231,0.003536345776031434,0.00357421875,0.7500000000000001,0.878048780487805,0.8409090909090909,0.8503937007874017,0.2625,0.22435897435897437,0.28488372093023256
0.007212475633528265,0.8717948717948718,0.006640471512770137,0.006953125,0.6644736842105263,0.8414634146341464,0.7500000000000001,0.7559055118110236,0.253125,0.1955128205128205,0.2936046511627907
0.002475633528265107,0.8333333333333334,0.0024361493123772103,0.0024609375,0.7368421052631579,0.7926829268292683,0.8257575757575758,0.8267716535433072,0.25,0.20512820512820515,0.2761627906976744
0.0025730994152046785,0.9358974358974359,0.0025147347740667974,0.00251953125,0.7631578947368421,0.8902439024390244,0.8409090909090909,0.8346456692913387,0.2375,0.19871794871794873,0.2616279069767442
0.002865497076023392,0.9102564102564102,0.0028094302554027505,0.00283203125,0.7697368421052632,0.8658536585365854,0.8560606060606062,0.8582677165354331,0.23125,0.19230769230769232,0.25
0.005633528265107213,0.9615384615384616,0.0054027504911591355,0.00552734375,0.7828947368421053,0.9146341463414634,0.8409090909090909,0.8267716535433072,0.246875,0.1858974358974359,0.2965116279069767
0.002631578947368421,0.9358974358974359,0.0025736738703339883,0.00259765625,0.7236842105263158,0.8902439024390244,0.8030303030303031,0.7952755905511811,0.259375,0.21474358974358976,0.28488372093023256
0.0015984405458089668,0.9358974358974359,0.0015520628683693516,0.00158203125,0.7368421052631579,0.8902439024390244,0.8409090909090909,0.8582677165354331,0.290625,0.2852564102564103,0.27906976744186046
0.0038401559454191033,0.8717948717948718,0.003398821218074656,0.003671875,0.7763157894736843,0.8414634146341464,0.893939393939394,0.9133858267716536,0.225,0.22115384615384617,0.22674418604651164
0.0007407407407407407,0.8461538461538461,0.00068762278978389,0.000703125,0.6907894736842105,0.8048780487804879,0.7803030303030304,0.7952755905511811,0.2875,0.25961538461538464,0.3023255813953489
0.0011306042884990253,0.8846153846153847,0.0011394891944990176,0.0011328125,0.6776315789473685,0.8414634146341464,0.7575757575757576,0.7795275590551182,0.30625,0.3012820512820513,0.2965116279069767
0.0011695906432748538,0.8717948717948718,0.0011787819253438114,0.001171875,0.6842105263157895,0.8292682926829269,0.7727272727272727,0.7874015748031497,0.30625,0.3044871794871795,0.2965116279069767
0.001345029239766082,0.8846153846153847,0.0011984282907662083,0.00125,0.6578947368421053,0.853658536585366,0.7424242424242425,0.7559055118110236,0.30625,0.3044871794871795,0.29069767441860467
0.10155945419103314,0.8717948717948718,0.007976424361493123,0.0271484375,0.6710526315789473,0.8414634146341464,0.7500000000000001,0.7401574803149606,0.30625,0.3108974358974359,0.29069767441860467
0.2202729044834308,0.8846153846153847,0.03713163064833006,0.0619140625,0.6578947368421053,0.853658536585366,0.7424242424242425,0.7480314960629921,0.309375,0.3076923076923077,0.2994186046511628
0.0013840155945419104,0.8333333333333334,0.0012573673870333987,0.00130859375,0.6578947368421053,0.8048780487804879,0.7500000000000001,0.7559055118110236,0.30625,0.3076923076923077,0.2965116279069767
0.0015204678362573099,0.8333333333333334,0.0012966601178781925,0.0013671875,0.6513157894736843,0.8048780487804879,0.7424242424242425,0.7480314960629921,0.3125,0.3108974358974359,0.3081395348837209
0.11773879142300195,0.8461538461538461,0.001650294695481336,0.054296875,0.6513157894736843,0.8414634146341464,0.7348484848484849,0.7401574803149606,0.31875,0.31730769230769235,0.311046511627907
0.5886939571150097,0.9487179487179488,0.47544204322200395,0.51953125,0.5986842105263158,0.9390243902439025,0.6590909090909091,0.6377952755905512,0.3875,0.38141025641025644,0.37790697674418605
0.0044639376218323585,0.8717948717948718,0.003968565815324165,0.00427734375,0.6973684210526316,0.8292682926829269,0.787878787878788,0.7874015748031497,0.340625,0.3076923076923077,0.3604651162790698
0.00391812865497076,0.8846153846153847,0.003909626719056975,0.00390625,0.6907894736842105,0.8414634146341464,0.7803030303030304,0.7716535433070867,0.303125,0.2692307692307693,0.3255813953488372
0.0035087719298245615,0.8717948717948718,0.0033398821218074658,0.00341796875,0.631578947368421,0.8292682926829269,0.7045454545454546,0.7007874015748032,0.321875,0.27564102564102566,0.35174418604651164
0.0017153996101364523,0.858974358974359,0.0016895874263261298,0.00169921875,0.7236842105263158,0.8292682926829269,0.7954545454545455,0.7874015748031497,0.334375,0.29807692307692313,0.35755813953488375
0.0020857699805068228,0.8717948717948718,0.002082514734774067,0.00208984375,0.7105263157894738,0.8414634146341464,0.7954545454545455,0.7952755905511811,0.3125,0.27564102564102566,0.34011627906976744
0.0019688109161793373,0.8717948717948718,0.001925343811394892,0.00193359375,0.638157894736842,0.8292682926829269,0.7121212121212122,0.7086614173228347,0.33125,0.2948717948717949,0.35174418604651164
0.002962962962962963,0.8846153846153847,0.0028487229862475443,0.00287109375,0.638157894736842,0.8414634146341464,0.7196969696969697,0.7244094488188976,0.30625,0.27564102564102566,0.31976744186046513
0.0023391812865497076,0.8974358974358975,0.002318271119842829,0.00232421875,0.7039473684210527,0.853658536585366,0.787878787878788,0.7874015748031497,0.3125,0.2820512820512821,0.3284883720930233
0.002007797270955166,0.9102564102564102,0.0020039292730844793,0.0019921875,0.7500000000000001,0.878048780487805,0.8333333333333334,0.8346456692913387,0.303125,0.2660256410256411,0.3226744186046512
0.0015009746588693956,0.8717948717948718,0.001512770137524558,0.00150390625,0.7105263157894738,0.8292682926829269,0.8030303030303031,0.8110236220472442,0.303125,0.2852564102564103,0.3139534883720931
0.002105263157894737,0.8846153846153847,0.002082514734774067,0.00208984375,0.6973684210526316,0.8414634146341464,0.7727272727272727,0.7716535433070867,0.3125,0.2820512820512821,0.33139534883720934
0.002378167641325536,0.8846153846153847,0.0023772102161100195,0.00236328125,0.7894736842105263,0.853658536585366,0.8787878787878788,0.8661417322834646,0.128125,0.08974358974358974,0.15697674418604654
0.0010331384015594542,0.8846153846153847,0.0010216110019646365,0.00103515625,0.7236842105263158,0.8414634146341464,0.8181818181818182,0.8346456692913387,0.2625,0.25,0.2616279069767442
0.0008576998050682261,0.8333333333333334,0.0008644400785854617,0.000859375,0.7171052631578948,0.8048780487804879,0.8106060606060606,0.8188976377952757,0.25625,0.22435897435897437,0.27906976744186046
0.0032553606237816766,0.9487179487179488,0.003202357563850688,0.00322265625,0.7171052631578948,0.902439024390244,0.8106060606060606,0.8031496062992126,0.29375,0.26282051282051283,0.311046511627907
0.0019103313840155946,0.8974358974358975,0.0018860510805500982,0.00189453125,0.7236842105263158,0.853658536585366,0.8030303030303031,0.7874015748031497,0.296875,0.26282051282051283,0.3226744186046512
0.002456140350877193,0.8974358974358975,0.0023968565815324166,0.00240234375,0.7171052631578948,0.878048780487805,0.7954545454545455,0.7952755905511811,0.303125,0.27243589743589747,0.31976744186046513
0.002631578947368421,0.9230769230769231,0.002593320235756385,0.0026171875,0.7302631578947368,0.8902439024390244,0.8106060606060606,0.8110236220472442,0.303125,0.27564102564102566,0.31976744186046513
0.0035282651072124755,0.9230769230769231,0.00343811394891945,0.0034765625,0.7302631578947368,0.8902439024390244,0.8257575757575758,0.8267716535433072,0.3,0.27564102564102566,0.3139534883720931
0.007251461988304094,0.8846153846153847,0.006719056974459725,0.00716796875,0.6578947368421053,0.853658536585366,0.7348484848484849,0.6929133858267718,0.3,0.25320512820512825,0.3372093023255814
0.0024366471734892786,0.8333333333333334,0.0024165029469548132,0.002421875,0.7105263157894738,0.8048780487804879,0.8030303030303031,0.8031496062992126,0.290625,0.25320512820512825,0.3081395348837209
0.0025146198830409356,0.9358974358974359,0.0024950884086444008,0.0025,0.743421052631579,0.8902439024390244,0.8181818181818182,0.8031496062992126,0.284375,0.25320512820512825,0.2994186046511628
0.002787524366471735,0.9102564102564102,0.002789783889980354,0.00279296875,0.7500000000000001,0.878048780487805,0.8333333333333334,0.8188976377952757,0.278125,0.2467948717948718,0.2994186046511628
